Item Status,Item,Cert Number,Grade,Issuer Grade,Autograph Grade,Year,Set,Card Number,Subject,Variety,Serial,My Cost,PSA Estimate,Gain/Loss,My Value,Date Acquired,Source,My Notes,Vault Status,Vaulted Date,Days Vaulted,Listing Status,Listing Date,Listing Price,Sold Status,Sold On,Sold Date,Sold Price,Sold Fees,Sold Proceeds,Payment Date
Active,2018 PANINI PRIZM #184 SHAI GILGEOUS-ALEXANDER PURPLE WAVE,77070774,PSA,10,-,2018,PANINI PRIZM,184,SHAI GILGEOUS-ALEXANDER PURPLE WAVE,,-,-,1177.93,-,-,-,-,-,Vaulted,3/7/2026,10,Fixed Price,3/7/2026,1899,-,eBay,-,-,-,-,-
Active,2002-03 Topps Chrome Coast to Coast Refractors #CC8 Michael Jordan,0013104781,BGS,9.5,-,2002-03,Topps Chrome Coast to Coast Refractors CC8 Michael Jordan -,,,,-,-,-,-,-,-,-,-,Vaulted,3/5/2026,11,Fixed Price,3/6/2026,1499,-,eBay,-,-,-,-,-
Active,2022 PANINI NATIONAL #29 STEPHEN CURRY AUTOGRAPH 5/5,67156257,PSA,9,10,2022,PANINI NATIONAL,29,STEPHEN CURRY AUTOGRAPH,,5-May,-,868.59,-,-,-,-,-,Vaulted,12/7/2025,100,Fixed Price,3/11/2026,1999,-,eBay,-,-,-,-,-
Active,2024 PANINI PRIZM PRIZMANIA #19 SHAI GILGEOUS-ALEXANDER,1.48E+08,PSA,8,-,2024,PANINI PRIZM PRIZMANIA,19,SHAI GILGEOUS-ALEXANDER -,,-,-,-,-,-,-,-,-,Vaulted,3/9/2026,8,Fixed Price,3/9/2026,799,-,eBay,-,-,-,-,-
Active,2025 TOPPS CHROME CLUTCH GENE #CG-4 ANTHONY EDWARDS RED REFRACTOR 3/5,1.47E+08,PSA,10,-,2025,TOPPS CHROME CLUTCH GENE,CG-4,ANTHONY EDWARDS RED REFRACTOR,,5-Mar,-,-,-,-,-,-,-,To Vault,-,-,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI DONRUSS OPTIC #162 SHAI GILGEOUS-ALEXANDER CHOICE,73639132,PSA,10,-,2018,PANINI DONRUSS OPTIC,162,SHAI GILGEOUS-ALEXANDER CHOICE,,-,-,490.3,-,-,-,-,-,Vaulted,2/20/2026,25,Fixed Price,2/23/2026,699,-,eBay,-,-,-,-,-
Active,2019 Topps Diamond Icons Diamond Icon Autographs #DIAMT Mike Trout Gold,0011694029,BGS,9.5,-,2019,Topps Diamond Icons Diamond Icon Autographs DIAMT Mike Trout Gold,,,,-,1691,-,-,1691,-,-,-,Vaulted,########,76,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM WNBA COLOR BLAST #7 ANGEL REESE,1.47E+08,PSA,6,-,2024,PANINI PRIZM WNBA COLOR BLAST,7,ANGEL REESE -,,-,-,-,-,-,-,-,-,To Vault,-,-,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Item, PLEASE SEND HOME | Raw baseball cards",VIH00000047346,VIH,,,,,,,,,,,,,,,,Unvaulted,3/2/2026,15,-,-,-,-,-,-,-,-,-,-
Active,2021 LEAF PRO SET SPORTS AUTOGRAPHS #PSATL1 TREVOR LAWRENCE GOLD 1/1 1/1,64122500,PSA,10,-,2021,LEAF PRO SET SPORTS AUTOGRAPHS PSATL1 TREVOR LAWRENCE GOLD 1/1,,,,1-Jan,-,482.76,-,-,-,-,-,Vaulted,12/8/2025,99,Fixed Price,########,1699,-,eBay,-,-,-,-,-
Active,2021 PANINI ENCASED #122 ZACH WILSON HAT AU SAPPHIRE,0014050733,BGS,9,-,2021,PANINI ENCASED,122,ZACH WILSON HAT AU SAPPHIRE,,-,-,-,-,-,-,-,-,Vaulted,12/1/2025,105,Fixed Price,########,399,-,eBay,-,-,-,-,-
Active,2014 PANINI IMMACULATE IMMACULATE LOGOS #IM-SS STEVE SMITH 5/10,1.36E+08,PSA,7,-,2014,PANINI IMMACULATE IMMACULATE LOGOS,IM-SS,STEVE SMITH -,,10-May,-,-,-,-,-,-,-,Unvaulted,########,107,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI IMMACULATE COLLECTION SCORERS CLUB SIGNATURES #SCSKAJ KAREEM ABDUL-JABBAR GREEN 1/5,1.19E+08,PSA,Authentic,10,2022,PANINI IMMACULATE COLLECTION SCORERS CLUB SIGNATURES SCSKAJ KAREEM,ABDUL-JABBAR,GREEN,,5-Jan,-,-,-,-,-,-,-,Vaulted,########,118,Fixed Price,########,2999,-,eBay,-,-,-,-,-
Active,2024 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD COLOR BLAST #EH ERLING HAALAND 16/44,99410997,PSA,9,-,2024,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD COLOR BLAST EH ERLING HAALAND -,,,,16/44,-,512.22,-,-,-,-,-,Vaulted,12/4/2025,102,Fixed Price,########,999,-,eBay,-,-,-,-,-
Active,2025 TOPPS ALL KINGS #AK-18 VJ EDGECOMBE,1.36E+08,PSA,8,-,2025,TOPPS ALL KINGS,AK-18,VJ EDGECOMBE -,,-,-,-,-,-,-,-,-,Unvaulted,12/8/2025,99,-,-,-,-,-,-,-,-,-,-
Active,2025 TOPPS RISE TO STARDOM #RTS-3 VJ EDGECOMBE BLACK RAINBOW 1/10,1.36E+08,PSA,8,-,2025,TOPPS RISE TO STARDOM,RTS-3,VJ EDGECOMBE BLACK RAINBOW,,10-Jan,-,-,-,-,-,-,-,Unvaulted,12/7/2025,99,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Item, PLEASE SEND HOME | 1x Raw Card",VIH00000042021,VIH,,,,,,,,,,,,,,,,Returning,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,2021 PANINI ENCASED #122 ZACH WILSON HAT AU SAPPHIRE,0014050733,BGS,9,-,2021,PANINI ENCASED,122,ZACH WILSON HAT AU SAPPHIRE,,-,-,-,-,-,-,-,-,Vaulted,12/1/2025,105,Fixed Price,########,399,-,eBay,-,-,-,-,-
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 9x raw 2025 Disney cards- THE BARE NECESSITIES #IM-11, BAYMAX #8, SORCERER'S APPRENTICE MICKEY #190, P.T. FLEA #80, TWEEDLEDUM & TWEEDLEDEE #179, CHIEF TUI #17, LUISA #163, FLO #53 & LADY TREMAINE #77",VIH00000043861,VIH,,,,,,,,,,,,,,,,Returning,########,78,-,-,-,-,-,-,-,-,-,-
Active,"1x Raw 2024 Panini Select, 2025 XRC Prizm Redemption, #511 | Ineligible",VIH00000044208,VIH,,,,,,,,,,,,,,,,Returning,12/9/2025,97,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Item, PLEASE SEND HOME | 1x Raw Card",VIH00000042025,VIH,,,,,,,,,,,,,,,,Returning,11/7/2025,130,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Item, PLEASE SEND HOME | 1x Raw Card",VIH00000042021,VIH,,,,,,,,,,,,,,,,Returning,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,2010 TRADING CARD #FOG-SC STEPHEN CURRY PSA/DNA CERTIFIED GEM MT 10,85250666,PSA,DNA,10,-,,2010,TRADING CARD FOG-SC STEPHEN CURRY PSA/DNA CERTIFIED GEM MT 10,,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS DRAFT PICKS AUTOGRAPHS #DPACCK CAITLIN CLARK BLACK GOLD PRIZM 1/5,1.19E+08,PSA,9,10,2024,PANINI PRIZM DRAFT PICKS DRAFT PICKS AUTOGRAPHS DPACCK CAITLIN CLARK BLACK GOLD PRIZM,,,,5-Jan,-,-,-,-,-,-,-,Unvaulted,########,118,-,-,-,-,-,-,-,-,-,-
Active,2025 TOPPS ALL KINGS #AK-18 VJ EDGECOMBE,1.36E+08,PSA,8,-,2025,TOPPS ALL KINGS,AK-18,VJ EDGECOMBE -,,-,-,-,-,-,-,-,-,Unvaulted,12/8/2025,99,-,-,-,-,-,-,-,-,-,-
Active,2025 TOPPS RISE TO STARDOM #RTS-3 VJ EDGECOMBE BLACK RAINBOW 1/10,1.36E+08,PSA,8,-,2025,TOPPS RISE TO STARDOM,RTS-3,VJ EDGECOMBE BLACK RAINBOW,,10-Jan,-,-,-,-,-,-,-,Unvaulted,12/7/2025,99,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024/25 U Bowman Best #PAA-KK Kon Knueppel - Duke,vih00000041830,VIH,,,,,,,,,,,,,,,,Returning,11/7/2025,130,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | 1 raw 2025 Topps Generation Now VJ Edgecombe #GN-3 numbered 32/50 and 14 raw assorted Panini Mosaic football cards,VIH00000042086,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini Donruss Throwback Autograph #38 Bhayshul Tuten [#30/49],VIH00000043623,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Bowman University Chrome Prime Chrome Signatures #PCS-BG Brandon Garrison Orange [#20/25],VIH00000043630,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 3x Raw Assorted Sports Cards,VIH00000044967,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,60,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI DONRUSS OPTIC #162 SHAI GILGEOUS-ALEXANDER FAST BREAK-RED,48731897,PSA,9,-,2018,PANINI DONRUSS OPTIC,162,SHAI GILGEOUS-ALEXANDER FAST BREAK-RED,,-,-,440.18,-,-,-,-,-,Vaulted,2/5/2026,39,Fixed Price,2/10/2026,999,-,eBay,-,-,-,-,-
Active,2023 PANINI ABSOLUTE KABOOM! HORIZONTAL #9 JALEN HURTS,89894384,PSA,9,-,2023,PANINI ABSOLUTE KABOOM! HORIZONTAL,9,JALEN HURTS -,,-,-,636.51,-,-,-,-,-,Vaulted,2/10/2026,34,Fixed Price,2/11/2026,899,-,eBay,-,-,-,-,-
Active,Ineligible Item - Please send home | Raw 2018-19 National Treasures Jeremy Lin Auto 01/10,VIH00000045709,VIH,,,,,,,,,,,,,,,,Unvaulted,1/30/2026,46,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND BACK | 1 raw Kaboom Yao Ming basketball card,VIH00000045941,VIH,,,,,,,,,,,,,,,,Unvaulted,1/31/2026,44,-,-,-,-,-,-,-,-,-,-
Active,"1x Raw 2023 Panini National Treasures, Joe Burrow No. CEN-JBW 1/1 | Ineligible",VIH00000045932,VIH,,,,,,,,,,,,,,,,Unvaulted,1/28/2026,48,-,-,-,-,-,-,-,-,-,-
Active,20x Raw Assorted Topps / Panani NBA Cards | IneligibleVIH00000045917,VIH00000045917,VIH,,,,,,,,,,,,,,,,Unvaulted,1/30/2026,46,-,-,-,-,-,-,-,-,-,-
Active,2024-25 Panini Immaculate Lamine Yamal Autograph /49 | Ineligible Item,VIH00000045541,VIH,,,,,,,,,,,,,,,,Unvaulted,1/30/2026,46,-,-,-,-,-,-,-,-,-,-
Active,"2025 Topps Chrome Jayson Tatum /75, 2025 Topps Chrome Derrick White  | Ineligible Item",VIH00000045527,VIH,,,,,,,,,,,,,,,,Unvaulted,1/30/2026,46,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND BACK | 1 raw Topps Chrome Chase Utley baseball card + PSA flip factory mis-print no grade do not holder,VIH00000045510,VIH,,,,,,,,,,,,,,,,Unvaulted,1/29/2026,46,-,-,-,-,-,-,-,-,-,-
Active,2025 BOWMAN CHROME CHROME AUTOGRAPH RELICS #BCAR-YY YOSHINOBU YAMAMOTO SUPERFRACTOR 1/1 1/1,1.32E+08,PSA,9,-,2025,BOWMAN CHROME CHROME AUTOGRAPH RELICS,BCAR-YY,YOSHINOBU YAMAMOTO SUPERFRACTOR 1/1,,1-Jan,-,-,-,-,-,-,-,Unvaulted,12/6/2025,100,-,-,-,-,-,-,-,-,-,-
Active,2002-03 Topps Pristine Refractors #51 Yao Ming C,0016368393,BGS,9.5,-,2002-03,Topps Pristine Refractors,51,Yao Ming C -,,-,-,-,-,-,-,-,-,Unvaulted,1/23/2026,53,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #CC CAITLIN CLARK RED WHITE BLUE 21/25,1.35E+08,PSA,10,-,2025,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD CC CAITLIN CLARK RED WHITE BLUE,,,,21/25,-,-,-,-,-,-,-,Vaulted,########,95,Fixed Price,2/15/2026,599,-,eBay,-,-,-,-,-
Active,2003-04 Upper Deck Triple Dimensions Reflections #10 LeBron James Amethyst,0006441532,BGS,9,-,2003-04,Upper Deck Triple Dimensions Reflections,10,LeBron James Amethyst,,-,1075,-,-,1075,-,-,-,Vaulted,1/29/2026,46,Fixed Price,2/14/2026,1999,-,eBay,-,-,-,-,-
Active,2009 UPPER DECK JORDAN LEGACY GOLD #54 MICHAEL JORDAN,1.12E+08,PSA,10,-,2009,UPPER DECK JORDAN LEGACY GOLD,54,MICHAEL JORDAN -,,-,-,84.76,-,-,-,-,-,Vaulted,1/23/2026,52,Fixed Price,2/11/2026,149.99,-,eBay,-,-,-,-,-
Active,1996 TOPPS YOUTHQUAKE #YQ15 KOBE BRYANT,64222641,PSA,9,-,1996,TOPPS YOUTHQUAKE YQ15 KOBE BRYANT -,,,,-,-,472.42,-,-,-,-,-,Vaulted,1/14/2026,61,Fixed Price,2/15/2026,899,-,eBay,-,-,-,-,-
Active,2003-04 Fleer Authentix #AJADW Dwyane Wade Jersey Authentix Autographs,0012277536,BGS,8.5,-,2003-04,Fleer Authentix AJADW Dwyane Wade Jersey Authentix Autographs,,,,-,-,-,-,-,-,-,-,Vaulted,########,121,Fixed Price,2/15/2026,299,-,eBay,-,-,-,-,-
Active,2003 TOPPS PRISTINE #11 YAO MING REFRACTOR 91/149,70661745,PSA,10,-,2003,TOPPS PRISTINE,11,YAO MING REFRACTOR,,91/149,-,281.38,-,-,-,-,-,Vaulted,1/30/2026,45,Fixed Price,2/15/2026,499,-,eBay,-,-,-,-,-
Active,2024 PANINI PRIZM ROOKIE SIGNATURES #RSIJMC JARED McCAIN BLUE WAVE,1.26E+08,PSA,10,-,2024,PANINI PRIZM ROOKIE SIGNATURES RSIJMC JARED McCAIN BLUE WAVE,,,,-,-,-,-,-,-,-,-,Vaulted,########,122,Fixed Price,2/8/2026,399,-,eBay,-,-,-,-,-
Active,2022 Super Glow #GLOWSC Stephen Curry Gold Crystal Autograph,0017264404,BGS,9,-,2022,Super Glow GLOWSC Stephen Curry Gold Crystal Autograph,,,,-,-,-,-,-,-,-,-,Vaulted,########,113,Fixed Price,########,799,-,eBay,-,-,-,-,-
Active,1998 UPPER DECK BLACK DIAMOND #1 MICHAEL JORDAN DOUBLE 2285/3000,93607625,PSA,9,-,1998,UPPER DECK BLACK DIAMOND,1,MICHAEL JORDAN DOUBLE,,2285/3000,-,186.49,-,-,-,-,-,Vaulted,2/6/2026,39,Fixed Price,2/10/2026,349,-,eBay,-,-,-,-,-
Active,2022 BOWMAN UNIVERSITY BEST BEST OF 2022 AUTOGRAPH #BOACC CAITLIN CLARK,1.07E+08,PSA,10,-,2022,BOWMAN UNIVERSITY BEST BEST OF,2022,AUTOGRAPH BOACC CAITLIN CLARK -,,-,-,1262.47,-,-,-,-,-,Vaulted,2/10/2026,34,Fixed Price,2/11/2026,1999,-,eBay,-,-,-,-,-
Active,2022 PANINI PHOTOGENIC #57 DEVIN BOOKER PLATINUM 1/1 1/1,80026847,PSA,8,-,2022,PANINI PHOTOGENIC,57,DEVIN BOOKER PLATINUM 1/1,,1-Jan,-,305,-,-,-,-,-,Vaulted,12/8/2025,99,Fixed Price,2/11/2026,699.99,-,eBay,-,-,-,-,-
Active,2018 PANINI NATIONAL VIP #64 STEPHEN CURRY CRACKED ICE 42/50,66746356,PSA,9,-,2018,PANINI NATIONAL VIP,64,STEPHEN CURRY CRACKED ICE,,42/50,126.56,133.32,6.759999999999991,-,1/12/2026,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #59 KYLIAN MBAPPE GOLD 1/10,1.37E+08,PSA,9,-,2025,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD,59,KYLIAN MBAPPE GOLD,,10-Jan,-,-,-,-,-,-,-,Unvaulted,12/8/2025,99,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI IMMACULATE COLLECTION #57 VICTOR WEMBANYAMA GOLD 7/10,1.21E+08,PSA,9,-,2023,PANINI IMMACULATE COLLECTION,57,VICTOR WEMBANYAMA GOLD,,10-Jul,-,-,-,-,-,-,-,Unvaulted,1/17/2026,58,-,-,-,-,-,-,-,-,-,-
Active,2023-24 TOPPS DECO UEFA CLUB COMPETITIONS LAMINE YAMAL PRODIGY-RED 8/10,86381234,PSA,9,-,2023-24,TOPPS DECO UEFA CLUB COMPETITIONS - LAMINE YAMAL,PRODIGY-RED,,,10-Aug,-,644.26,-,-,-,-,-,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,2025 TOPPS 1990 TOPPS BASEBALL #T90-84 YOSHINOBU YAMAMOTO RED 5/5,1.37E+08,PSA,8,-,2025,TOPPS,1990,TOPPS BASEBALL T90-84 YOSHINOBU YAMAMOTO RED,,5-May,-,-,-,-,-,-,-,Unvaulted,########,95,-,-,-,-,-,-,-,-,-,-
Active,2024 Panini Silhouette NBA Gear #35 Tyrese Maxey Holo Gold,0019159879,BGS,8,-,2024,Panini Silhouette NBA Gear,35,Tyrese Maxey Holo Gold,,-,720,-,-,720,-,-,-,Unvaulted,1/7/2026,68,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI IMMACULATE COLLECTION SCORERS CLUB SIGNATURES #SCSLUD LUKA DONCIC 23/25,95693753,PSA,9,-,2022,PANINI IMMACULATE COLLECTION SCORERS CLUB SIGNATURES SCSLUD LUKA DONCIC -,,,,23/25,-,1932.51,-,-,-,-,-,Unvaulted,1/11/2026,64,-,-,-,-,-,-,-,-,-,-
Active,2002 TOPPS CHROME #146 YAO MING CHINESE,47046073,PSA,10,-,2002,TOPPS CHROME,146,YAO MING CHINESE,,-,-,281.11,-,-,-,-,-,Vaulted,1/30/2026,45,Fixed Price,2/17/2026,499,-,eBay,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042855,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2024 Topps Paul Skenes #RSA-PS 03/10,VIH00000045009,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,59,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043281,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Items, PLEASE SEND HOME | Raw Cards",VIH00000041745,VIH,,,,,,,,,,,,,,,,Unvaulted,########,111,-,-,-,-,-,-,-,-,-,-
Active,2025 TOPPS ALL KINGS #AK10 VLADIMIR GUERRERO JR.,1.36E+08,PSA,7,-,2025,TOPPS ALL KINGS AK10 VLADIMIR GUERRERO JR. -,,,,-,-,-,-,-,-,-,-,Unvaulted,1/6/2026,69,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043346,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw cards from AG,VIH00000043284,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x Raw 2022-23 Panini Mosaic Bryce Mcgowens #242,VIH00000044956,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,59,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | 5x Assorted Raw Cards,VIH00000043000,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | Digital Collectible Redemption Code,VIH00000043523,VIH,,,,,,,,,,,,,,,,Unvaulted,########,109,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043335,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043326,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Panini Prizm Draft Picks Rated Prospect #17 VJ Edgecombe,VIH00000042352,VIH,,,,,,,,,,,,,,,,Unvaulted,11/5/2025,131,-,-,-,-,-,-,-,-,-,-
Active,"2024-25 Panini - Flawless Basketball Donovan Mitchell #125 | Encased Ungraded Panini ""Flawless"" Sealed",VIH00000043083,VIH,,,,,,,,,,,,,,,,Unvaulted,########,115,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042919,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,2019 Panini One Football #65 | JuJu Smith Schuster Patch Autograph 1/1,VIH00000043635,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | Raw Cam SkatteboCard,VIH00000042701,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,"INELLIGIBLE ITEMs - PLEASE SHIP HOME | 2024 Panini Score-A-Treat NFL Trading cards, 4x 2024 Panini - Absolute Football cards (Jonathon Brooks, Ray Davis, Cade Stover, Rebardo Green), 2025 Top 100 No.15 Jalen Hurts",VIH00000042984,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 9x Assorted Baseball cards,VIH00000042886,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 4x raw Topps 2025 76ers basketball cards- VJ EDGECOMBE, GUERSCHON YABUSELE, KELLY OUBRE JR. & PAUL GEORGE",VIH00000042354,VIH,,,,,,,,,,,,,,,,Unvaulted,11/5/2025,131,-,-,-,-,-,-,-,-,-,-
Active,2023 Panini One Football #87 Kurt Warner | Lone Star Autographs 07/10 Encased,VIH00000042867,VIH,,,,,,,,,,,,,,,,Unvaulted,########,90,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024-25 Panini Select Franz Wagner #AM-WAG auto patch numbered 10/10,VIH00000042810,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | Raw Topps Chrome Paul Skenes 06/50,VIH00000043001,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini - The National VIP #59 Kylian Mbappe Gold Autograph [#03/10],VIH00000043663,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042851,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x Raw Panini Immaculate Collection Kareem Abdul-Jabaar No. PL-KAJ,VIH00000042419,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2025 Leaf Metal Trading Card Jordan Davidson Next in Line NJ-JD1 2/3,VIH00000042472,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw Topps King of Spades black card with KNO KNUEPPEL on the front with holographic design pattern,VIH00000042230,VIH,,,,,,,,,,,,,,,,Unvaulted,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x Raw 2012-13 Panini Gold Standard Jerry West #9,VIH00000042609,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card- 2024 Leaf Trading Cards Leaf Metal 1948 SHEDEUR SANDERS with auto,VIH00000044191,VIH,,,,,,,,,,,,,,,,Unvaulted,########,111,-,-,-,-,-,-,-,-,-,-
Active,"INELLIGIBLE ITEM - PLEASE SHIP HOME | 2x Baseball cards (Shohei Ohtani, Julio Rodriguez)",VIH00000042749,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Panini Immaculate Clearly Immaculate Jerseys #CIJ-SBY Saquon Barkley Hold Holo [#09/10],VIH00000043620,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,2021 Panini Impeccable Football #108 Travis Etienne Jr. | 1 of 1 Black Box 2023 Rookie Patch Autograph Encased,VIH00000043884,VIH,,,,,,,,,,,,,,,,Unvaulted,########,96,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2025 VIP Panini Prizm The Nationals No.5 Rebecca Lobo 1/1,VIH00000042588,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2023 Topps Bowman U #BOA-AF Adam Flagler,VIH00000043192,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card in a clear case- 2024 Wild Card Inc. ANTHONY RICHARDSON #ATMVPAR Turf Monsters with autograph,VIH00000042251,VIH,,,,,,,,,,,,,,,,Unvaulted,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2x Raw Cooper Flagg Cards,VIH00000041312,VIH,,,,,,,,,,,,,,,,Unvaulted,11/7/2025,130,-,-,-,-,-,-,-,-,-,-
