item_status,description,cert_number,issuer,grade,vault_status
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042855,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2024 Topps Paul Skenes #RSA-PS 03/10,VIH00000045009,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043281,VIH,-,Unvaulted
Active,"Ineligible Items, PLEASE SEND HOME | Raw Cards",VIH00000041745,VIH,-,Unvaulted
Active,2025 TOPPS ALL KINGS #AK10 VLADIMIR GUERRERO JR.,136000000,PSA,7,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043346,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw cards from AG,VIH00000043284,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2022-23 Panini Mosaic Bryce Mcgowens #242,VIH00000044956,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | 5x Assorted Raw Cards,VIH00000043000,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | Digital Collectible Redemption Code,VIH00000043523,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043335,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043326,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Panini Prizm Draft Picks Rated Prospect #17 VJ Edgecombe,VIH00000042352,VIH,-,Unvaulted
Active,"2024-25 Panini - Flawless Basketball Donovan Mitchell #125 | Encased Ungraded Panini ""Flawless"" Sealed",VIH00000043083,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042919,VIH,-,Unvaulted
Active,2019 Panini One Football #65 | JuJu Smith Schuster Patch Autograph 1/1,VIH00000043635,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | Raw Cam SkatteboCard,VIH00000042701,VIH,-,Unvaulted
Active,"INELLIGIBLE ITEMs - PLEASE SHIP HOME | 2024 Panini Score-A-Treat NFL Trading cards, 4x 2024 Panini - Absolute Football cards (Jonathon Brooks, Ray Davis, Cade Stover, Rebardo Green), 2025 Top 100 No.15 Jalen Hurts",VIH00000042984,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 9x Assorted Baseball cards,VIH00000042886,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 4x raw Topps 2025 76ers basketball cards- VJ EDGECOMBE, GUERSCHON YABUSELE, KELLY OUBRE JR. & PAUL GEORGE",VIH00000042354,VIH,-,Unvaulted
Active,2023 Panini One Football #87 Kurt Warner | Lone Star Autographs 07/10 Encased,VIH00000042867,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024-25 Panini Select Franz Wagner #AM-WAG auto patch numbered 10/10,VIH00000042810,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | Raw Topps Chrome Paul Skenes 06/50,VIH00000043001,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini - The National VIP #59 Kylian Mbappe Gold Autograph [#03/10],VIH00000043663,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042851,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw Panini Immaculate Collection Kareem Abdul-Jabaar No. PL-KAJ,VIH00000042419,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2025 Leaf Metal Trading Card Jordan Davidson Next in Line NJ-JD1 2/3,VIH00000042472,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw Topps King of Spades black card with KNO KNUEPPEL on the front with holographic design pattern,VIH00000042230,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2012-13 Panini Gold Standard Jerry West #9,VIH00000042609,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card- 2024 Leaf Trading Cards Leaf Metal 1948 SHEDEUR SANDERS with auto,VIH00000044191,VIH,-,Unvaulted
Active,"INELLIGIBLE ITEM - PLEASE SHIP HOME | 2x Baseball cards (Shohei Ohtani, Julio Rodriguez)",VIH00000042749,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Panini Immaculate Clearly Immaculate Jerseys #CIJ-SBY Saquon Barkley Hold Holo [#09/10],VIH00000043620,VIH,-,Unvaulted
Active,2021 Panini Impeccable Football #108 Travis Etienne Jr. | 1 of 1 Black Box 2023 Rookie Patch Autograph Encased,VIH00000043884,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2025 VIP Panini Prizm The Nationals No.5 Rebecca Lobo 1/1,VIH00000042588,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2023 Topps Bowman U #BOA-AF Adam Flagler,VIH00000043192,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card in a clear case- 2024 Wild Card Inc. ANTHONY RICHARDSON #ATMVPAR Turf Monsters with autograph,VIH00000042251,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2x Raw Cooper Flagg Cards,VIH00000041312,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw baseball card- 2025 Topps Chrome SHOHEI OHTANI #1 164/250,VIH00000042314,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw 2018-19 Panini Opulence Giannis Antetokounmpo,VIH00000043981,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2025 Panini Vj Edgecombe No.VE 08/10,VIH00000042179,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024-25 Prizm Black Sensational Signatures #SS-ANS Anfernee Simons Mojo Prizm,VIH00000043626,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE HIP HOME | 2024 Topps No. RP-JT Jayson Tatum - Small Forward,VIH00000043211,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x cased slab without brand seal- 2019 Panini Flawless Collegiate #24 TYLER HERRO Cert of Authenticity of player worn material University of Kentucky,VIH00000043122,VIH,-,Unvaulted
Active,"INELIGIBLE ITEM - PLEASE SHIP HOME | x1 Joel Embiid, Jayden Daniels, Fernado Tatis Jr, Disney 100 Card Game",VIH00000043197,VIH,-,Unvaulted
Active,INELLIBLE ITEM - PLEASE SHIP HOME | 2025 Wild card Haunted Hits Peyton Manning - Quarterback,VIH00000043209,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024-25 Panini Noir Zach Edey patch numbered 22/49,VIH00000043034,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2025 Topps Bowman University's Best Basketball Autographed Player Worn Memorabilia No. LRRA-CF Cooper Flagg 1/5,VIH00000042218,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2020 Panini National Treasures Kyler Murray #MS-KM patch auto numbered 25/25,VIH00000042101,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2023 Panini National Treasures Sam LaPorta #187 Printing Plate auto patch 1/1,VIH00000043021,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042850,VIH,-,Unvaulted
Active,Encased 2024-25 Panini Flawless #DP-LMB LaMelo Ball | Dual Patches 5/5,VIH00000044288,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | 1 raw card: 2024 Panini Prizm Draft Picks VJ Edgecombe #S-VJE auto numbered 08/25,VIH00000041850,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2023-23 Panini Immaculate Collection Basketball No. VA-GLN Glen rice - Miami Heat,VIH00000042761,VIH,-,Unvaulted
Active,"2020-21 Panini - Flawless Basketball Stephen Curry #USA-CUR | Encased Ungraded Panini ""Flawless"" Sealed",VIH00000043084,VIH,-,Unvaulted
Active,2024-25 Panini Eminence Basketball #NBA-KEV Kevin Garnett | NBA 75th Team Autographs 06/10 Encased,VIH00000043328,VIH,-,Unvaulted
Active,2024-25 Panini Flawless LeBron James #156 | Numbered 1/3,VIH00000044708,VIH,-,Unvaulted
Active,2022-23 Panini One And One Paolo Banchero  | Encased Jersey Autograph - RJA-PB5,VIH00000045400,VIH,-,Unvaulted
Active,No. IPA-RGO Rudy Gobert - Timberwolves | 2022-23 Panini Immaculate Collection Basketball,VIH00000042156,VIH,-,Unvaulted
Active,Sealed encased 2017 Panini Kobe Eminence Kobe Bryant #55 | Auto numbered 1/3,VIH00000045681,VIH,-,Unvaulted
Active,Sealed encased 2025-26 Panini Instant VJ Edgecombe #1 | Auto numbered 69 of 99,VIH00000042560,VIH,-,Unvaulted
Active,Encased Card: 2024-25 Panini Eminence Basketball Optimum Diamond Autographs | #ODA-HOL Chet Holmgren - Gold [#2/5],VIH00000043660,VIH,-,Unvaulted
Active,2024-25 Panini - Prizm Black Basketball - Luka Doncic #PS-LUK | Encased Ungraded - Panini Sealed,VIH00000043530,VIH,-,Unvaulted
Active,Encased 2024-25 Panini Noir #ES-JBR Jalen Brunson | Noir 10 Years Encore Autographs 1/3,VIH00000044291,VIH,-,Unvaulted
Active,2007 BOWMAN STERLING #KD KEVIN DURANT REFRACTOR,62905328,PSA,9,Vaulted
Active,RAw Card Jaylen  | Send Home,VIH00000045793,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024-25 PaninI Revolution Zion Williamson #2,VIH00000046709,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024-25 Panini One and One Victor Wembanyama #8,VIH00000046151,VIH,-,Unvaulted
Active,1996-97 Upper Deck Jordan Greater Heights #GH6 Michael Jordan,0017620441,BGS,9.5,Returning
Active,2020 PANINI PRIZM #258 ANTHONY EDWARDS ORANGE ICE,65660037,PSA,10,Vaulted
Active,2002 TOPPS CHROME #146 YAO MING,54649414,PSA,10,Vaulted
Active,1995 SP HOLOVIEWS #PC5 MICHAEL JORDAN,119000000,PSA,9,Returning
Active,2020 PANINI DONRUSS OPTIC #151 ANTHONY EDWARDS RED PULSAR,69683107,PSA,10,Vaulted
Active,2024 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD ROOKIES #RC1 VICTOR WEMBANYAMA RED SPARKLE 142/149,96133541,PSA,9,Vaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000046311,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps Chrome Voices #VS-8 VJ Edgecombe RC (#11/25),VIH00000046338,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000046380,VIH,-,Unvaulted
Active,2003-04 Topps Pristine #102 LeBron James Refractor,0018755091,BGS,9.5,Vaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card-2026 Topps Chrome JAYSON TATUM 24/25 ALL STAR 2026,VIH00000046597,VIH,-,Returning
Active,2024 Absolute Kaboom! Horizontal #10 Marvin Harrison Jr.,0018187308,BGS,9.5,Vaulted
Active,2025 TOPPS CHROME PATENTED #PD-2 STEPHEN CURRY,146000000,PSA,9,To Vault
Active,1997 FINEST EMBOSSED #287 MICHAEL JORDAN REFRACTOR 61/263,05092075,PSA,9,To Vault
Active,2024 TOPPS CHROME UPDATE #USC108 YOSHINOBU YAMAMOTO AQUA REFRACTOR 31/199,105000000,PSA,9,Vaulted
Active,2023 PANINI NATIONAL VIP GOLD #25 STEPHEN CURRY GREEN SPARKLE 53/99,120000000,PSA,10,Vaulted
Active,2018 PANINI PRIZM #184 SHAI GILGEOUS-ALEXANDER RED/WHITE/BLUE PRIZM,43133190,PSA,10,Vaulted
Active,1996 TOPPS #138 KOBE BRYANT,50878026,PSA,10,Vaulted
Active,2024 PANINI REVOLUTION KABOOM! HORIZONTAL #21 JARED McCAIN,147000000,PSA,8.5,Vaulted
Active,2024 PANINI DONRUSS OPTIC DOWNTOWN #7 SHAI GILGEOUS-ALEXANDER,140000000,PSA,10,To Vault
Active,2023 PANINI PHOENIX INSTANT PHENOM #13 VICTOR WEMBANYAMA BLUE ICE,101000000,PSA,10,To Vault
Active,1997-98 Topps Stadium Club #T9B Michael Jordan Triumvirate,0017511159,BGS,9.5,Vaulted
Active,2024-25 Panini One and One Basketball Giannis Antetokounmpo #8 | Encased Ungraded Panini One and One Sealed,VIH00000046697,VIH,-,Unvaulted
Active,2023 PANINI SELECT #87 VICTOR WEMBANYAMA RED CRACKED ICE,92661560,PSA,10,Unvaulted
Active,Flawless Printing Plate Shai Gilgeous-Alexander,85496564,PSA,-,Unvaulted
Active,2018 PANINI NATIONAL TREASURES ROOKIE JUMBO MATERIALS #LDC LUKA DONCIC 14/99,84543561,PSA,9,Unvaulted
Active,2024 TOPPS CHROME UFC #141 SHARA MAGOMEDOV BLUE REFRACTOR 30/150,93983876,PSA,9,Unvaulted
Active,2010 POKEMON JAPANESE BLACK & WHITE #056 PIKACHU-FOIL 1ST EDITION-SECRET,85538996,PSA,8,Unvaulted
Active,2023 PANINI FLAWLESS FLAWLESS SCORING TITLE AUTOGRAPHS #FSTSCU STEPHEN CURRY 14/25,115000000,PSA,9,Unvaulted
Active,2024 PANINI MOSAIC MONTAGE #19 LeBRON JAMES GOLD 5/10,136000000,PSA,6,Unvaulted
Active,2003-04 Upper Deck #LJ3 Lebron James Lebron's Diary,7958987,SGC,9.5,Vaulted
Active,2023 WILD CARD WILDCHROME PRO-LOOK HOBBY WILDPAINT AUTOGRAPH #WCPA BO NIX KALEIDOSCOPE FOIL-TEAL 4/5,107000000,PSA,9,Vaulted
Active,2023 TOPPS CHROME #50 KEVIN DURANT SUPERFRACTOR 1/1 1/1 1E+08 PSA 10 - 2023 TOPPS CHROME 50 KEVIN DURANT SUPERFRACTOR 1/1 1-Jan - 1834.79 - - - - - Vaulted 12/7/2025 100 Fixed Price ######## 7995 - eB,,,-,Vaulted
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #1 CAITLIN CLARK PURPLE SPARKLE 8/50,128000000,PSA,10,Vaulted
Active,2015 PANINI PRIZM #335 NIKOLA JOKIC,123000000,PSA,10,Vaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | No. HM-AI Allen Iverson Hoops Hot Materials 2004 Fleer/ Skybox International,VIH00000042882,VIH,-,Returning
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2020 PANINI PRIZM DRAFT PICKS NO. PA-TM  TYRESE MAXEY,vih00000042291,VIH,-,Returning
Active,2019-20 Panini Prizm #248 Zion Williamson Orange Prizm,0012442562,BGS,9.5,Vaulted
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 6x raw basketball cards- Brice Sensabaugh, Hakeem Olajuwon, Damian Lillard, Chris Paul, Cason Wallace & Rudy Gobert",VIH00000042971,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Aaron Judge #S-2,VIH00000046195,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Dwyane Wade #TCA-DW,VIH00000046186,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2023-24 Panini Flawless - Flawless Shade Signatures #FSS-ADL Anthony Davis Silver [#10/25],VIH00000043631,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card- FERNANDO MENDAZA Sapphire Selections with autograph red foil,VIH00000045320,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042907,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2021 Panini - Absolute No. JUM-KGA Kenneth Gainwell -Eagles Running Back,VIH00000043065,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 2x raw NFL cards- HARDY NICKERSON & HEN HARVEY,VIH00000043051,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024 Panini - Mosaic Football No. SG-4 Jalen Hurts - Philadelphia Eagles,VIH00000042157,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024 Panini - Black Football No. 207 Brian Thomas Jr. - Jaguars,VIH00000043195,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw 76ers basketball card= 2025 Topps VJ EDGECOMBE,VIH00000042306,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2003 Upper Deck School Colors #SC-LJ LeBron James,VIH00000041549,VIH,-,Unvaulted
Active,INELLIGIBLE ITWM - PLEASE SHIP HOME | 2024 Panini Select Football No. 91 Brian Thomas Jr. - Jaguars,VIH00000043216,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | Panini National Treasures Shai Gilgeous Alexander No GG-SGA 2025,VIH00000042265,VIH,-,Unvaulted
Active,2024 Topps Archives Signature Series #125 Yoshinobu Yamamoto | Rookie Card 30/50 Autograph Encased,VIH00000043320,VIH,-,Unvaulted
Active,1998 Upper Deck 92-93 Timeframe Michael Jordan | Ineligible item,VIH00000042681,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x cased slab without Topps brand seal there is a MINT seal on slab- 2024 Topps #DGA-CS C.J. STROUD Dawn of Greatness Autograph,VIH00000042241,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024 Topps McDonald's Cooper Flagg #EA-CF auto,VIH00000042047,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042908,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 8x Raw Panini Football Cards,VIH00000042177,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2012-13 Panini Absolute Frequent Flyer Autograph #9 Stephen Curry [#62/74],VIH00000043665,VIH,-,Unvaulted
Active,Ineligible item | George Gervin,VIH00000042041,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2025 Topps Havoc Marks Jarett Allen No. HM-JA,VIH00000042471,VIH,-,Unvaulted
Active,2025 Panini The National VIP LeBron James /99 | Ineligible item,VIH00000042661,VIH,-,Unvaulted
Active,2022 Leaf Ultimate Draft Jordan Davis Auto /25 | Ineligible item,VIH00000042668,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps Diamond Icon No. DIA-VGJ Vladimir Guerrero Jr. - Toronto Blue Jays,VIH00000043218,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2025 Topps Vj Edgecomb #19/50,VIH00000042128,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042912,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Topps #150 LeBron James,VIH00000043191,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2021-22 Panini Noir Basketball Dish Night Memorabilia #DNM-LMB LaMelo Ball Hollo [#52/75],VIH00000043629,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Leaf Metal State Pride #SP-TDG Trey'Dez Green Autograph [#5/5],VIH00000043621,VIH,-,Unvaulted
Active,Encased 2021 Panini National Treasures Rookie Patch Autograph #162 Ja'Marr Chase - Black   | White Box 1/1,VIH00000045284,VIH,-,Unvaulted
Active,"INELIGIBLE ITEM - PLEASE SHIP HOME | 3x Major League Baseball cards (Fernado Tatis Jr, Graham Pauley, Kavares Tears)",VIH00000042196,VIH,-,Unvaulted
Active,"INELLIGIBLE ITEM - PLEASE SHIP HOME | 10x 2024-25 Assorted  Panini Basketball Cards, 2023-24 Panini Flawless - Khris Middleton",VIH00000042928,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | Topps All Kings VJ Edgecombe - Philadelphia 76ers,VIH00000043210,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card- 2024 Topps Chrome RANDALL CUNNINGHAM #TCA-RC Topps Certified Autograph Issue 002/175,VIH00000042232,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Bowman Chrome Adios! #AAV-VG Vladimir Guerrero Jr. Red,VIH00000043147,VIH,-,Unvaulted
Active,Ineligible item- send home | lebron james/ paul george,VIH00000042039,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042836,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024-25 Panini Obsidian Jalen Suggs No. MM-SUG,VIH00000042601,VIH,-,Unvaulted
Active,2025 Wild Card Alumination Comixâ„¢ Legend Black | #ACLBK-SS Steve Smith Sr. Black/Silver/Gray [#1/3],VIH00000043150,VIH,-,Unvaulted
Active,2022 LEAF EXOTIC #BA-MB2 MATAS BUZELIS  | AUTHENTIC AUTOGRAPH GUARANTEED BY LEAF,VIH00000042245,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 Topps KON KNUEPPEL #PAA-KK DUKE,VIH00000041625,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Topps Heritage #263 Elly De La Cruz,VIH00000042175,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042817,VIH,-,Unvaulted
Active,"Ineligible Item, PLEASE SEND HOME | 1x Raw 2020 Panini Prizm Draft Picks #PA-LB Lamelo Ball Prospect Autographs Orange Refractor 18/49",VIH00000042020,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 11x Raw Assorted Basketball Cards,VIH00000043086,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Panini Flawless #PA-DNU David Njoku Autographed Patch Card,VIH00000042311,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024 Keepsake Edition Thurman Thomas Autographed Patch 1/1,VIH00000042591,VIH,-,Unvaulted
Active,"INELIGIBLE ITEM - SEND HOME | 2x Raw Cards: 2024-25 Panini Flawless Basketball #QP-CLE LeBron James, 2024-25 Panini Flawless Basketball #DP-LJC LeBron James",VIH00000043539,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024-25 Panini Mosaic Anthony Davis #20,VIH00000042801,VIH,-,Unvaulted
Active,2024-25 Panini Photogenic Matas Buzelis Rookie Auto /75 | Ineligible item,VIH00000042053,VIH,-,Unvaulted
Active,2018 Panini Flawless | Stephen Curry Autograph,VIH00000045877,VIH,-,Unvaulted
Active,2023-24 Panini Contenders Optic Luka Doncic  | Encased Autographed - 86-LKD,VIH00000045397,VIH,-,Unvaulted
Active,Sealed encased 2024-25 Panini Noir Damian Lillard #EBI-DML | Auto numbered 34/49,VIH00000042690,VIH,-,Unvaulted
Active,"2022-23 Panini - Flawless Basketball Shai Gilgeous-Alexander #SPA-SGA | Encased Ungraded Panini ""Flawless""",VIH00000043133,VIH,-,Unvaulted
Active,"2024-25 Panini - One and One Basketball Bronny James Jr. #108 | Encased Ungraded Panini ""One"" Sealed",VIH00000043088,VIH,-,Unvaulted
Active,Encased 2025 Leaf Metal #BA-AR1 Andy Reid | Autograph 1/2,VIH00000042023,VIH,-,Unvaulted
Active,Sealed encased 2022-23 Panini Flawless Shai Gilgeous-Alexander #FA-SGA | Auto 1 of 1 Black Box 2025,VIH00000041853,VIH,-,Unvaulted
Active,No. RP-JT Jayson Tatum - Boston SF  | 2024 Topps Basketball game worn memorabilia,VIH00000042188,VIH,-,Unvaulted
Active,2019-20 Panini One And One Nikola Jokic  | Encased Autograph - FT-NJK,VIH00000045398,VIH,-,Unvaulted
Active,2020-21 Panini National Treasures Colossal | Tyrese Maxey,VIH00000042675,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Card: 2021-21 Panini Immaculate Card,VIH00000043518,VIH,-,Unvaulted
Active,2023 National Treasures Colossal Signatures #COLAJO Aaron Jones Prime NFL Shield,0018487754,BGS,8,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043298,VIH,-,Unvaulted
Active,"Ineligible Item, PLEASE SEND HOME | Raw Card",VIH00000042691,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043347,VIH,-,Unvaulted
Active,27 x Assorted NBA National Treasures/Immaculate/Legends Autographed cards. | Ineligible,VIH00000042126,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043338,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | Assorted Raw Basketball Cards,VIH00000042036,VIH,-,Unvaulted
Active,2018 PANINI CONTENDERS DRAFT PICKS #103 JOSH ALLEN VARIATION B-AUTOGRAPH-CRACKED ICE,41046911,PSA,10,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042838,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043332,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME! | x1 Raw 2020-21 Panini Mosiac Prizm Anothony Edwards #201,VIH00000042731,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000044075,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2025 Topps All Kings Jayson Tatum #AK-7,VIH00000043380,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043288,VIH,-,Unvaulted
Active,2020-21 Panini Flawless Basketball | x1 Kevin Durant #USA-DUR Sealed 04/10,VIH00000045347,VIH,-,Unvaulted
Active,2003 TOPPS CHROME #36 KOBE BRYANT,56755881,PSA,10,Vaulted
Active,2013-14 Panini Totally Certified #19 Giannis Antetokounmpo Rookie Roll Call Autographs,0012016930,BGS,9.5,Vaulted
Active,2012 UPPER DECK EXQUISITE COLLECTION UD BLACK SIGNATURES #B-MI MICHAEL JORDAN,23502077,PSA,10,Vaulted
Active,2015-16 Panini Noir Color Autograph #NC-GAN Giannis Antetokounmpo Gold,0742659,SGC,8,Vaulted
